parent,smiles_alkyl,inchikey,inchikey_short,id,smiles_aryl,smiles,reaction_smarts
VDEFXAWITXOCLI-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C([H])(c2c([H])c([H])c([H])c([H])c2[H])N2C(=O)[C@]([H])(Br)C(OC([H])([H])[H])(OC([H])([H])[H])C2([H])[H])c([H])c1[H],QWCXKRXITFORIC-VWLOTQADNA-N,VDEFXAWITXOCLI,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1[C@H]1C(=O)N(C(c2ccccc2)c2ccccc2)CC1(OC)OC,COC1(OC)CN(C(c2ccccc2)c2ccccc2)C(=O)[C@@H]1Br.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1[C@H]1C(=O)N(C(c2ccccc2)c2ccccc2)CC1(OC)OC
VECNQNHQXBOREN-PKSOQXRJNA-N,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c([H])c3[H])C(=O)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)C(=O)N2[H])c([H])c1[H],IEUGBZAYCDANBN-PKRZOPRNNA-N,VECNQNHQXBOREN,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CCCCBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
VZIBCTPQLZCVLU-UHFFFAOYNA-N,[H]c1c([H])c([H])c2c(c1[H])C(=O)O[C@@]2([H])N(C([H])([H])C([H])([H])Br)[C@]1([H])OC(=O)c2c([H])c([H])c([H])c([H])c21,AIJAPNKTMYPFBH-JWQCQUIFNA-N,VZIBCTPQLZCVLU,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCN([C@@H]1OC(=O)c2ccccc21)[C@@H]1OC(=O)c2ccccc21,O=C1O[C@@H](N(CCBr)[C@@H]2OC(=O)c3ccccc32)c2ccccc21.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCN([C@@H]1OC(=O)c2ccccc21)[C@@H]1OC(=O)c2ccccc21
WGMYJGAUAQXYFQ-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c(OC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c(C([H])([H])Br)c2[H])c([H])c1[H],YLYSOWKZRLPTHA-UHFFFAOYNA-N,WGMYJGAUAQXYFQ,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1cc(OCc2ccccc2)cc(OCc2ccccc2)c1,BrCc1cc(OCc2ccccc2)cc(OCc2ccccc2)c1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1cc(OCc2ccccc2)cc(OCc2ccccc2)c1
WTCCANMBFQWZMY-UHFFFAOYNA-N,[H]c1c([H])c(C([H])([H])Br)c([H])c([H])c1-c1c([H])c2c([H])c([H])c(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2oc1=O,RPOREGCZWWHAJZ-UHFFFAOYNA-N,WTCCANMBFQWZMY,core9,BrC1=C(COC)C=CC=C1OC,CCN(CC)c1ccc2cc(-c3ccc(Cc4c(COC)cccc4OC)cc3)c(=O)oc2c1,CCN(CC)c1ccc2cc(-c3ccc(CBr)cc3)c(=O)oc2c1.COCc1cccc(OC)c1Br>>CCN(CC)c1ccc2cc(-c3ccc(Cc4c(COC)cccc4OC)cc3)c(=O)oc2c1
FHDWKBODRXIYFC-UHFFFAOYNA-N,[H]c1c([H])c(S(=O)(=O)N([H])C([H])([H])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c([H])c1C([H])([H])Br,KRULJRSQYMQXOD-UHFFFAOYNA-N,FHDWKBODRXIYFC,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1ccc(S(=O)(=O)NCCc2c[nH]c3ccccc23)cc1,O=S(=O)(NCCc1c[nH]c2ccccc12)c1ccc(CBr)cc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1ccc(S(=O)(=O)NCCc2c[nH]c3ccccc23)cc1
GNFMSZCSSUZAGV-ALGICJAMNA-N,[H]Oc1nc2c(OC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c([H])c([C@@]([H])(O[H])C([H])([H])Br)c2c([H])c1[H],ROQMLBLJCGNOGG-NHPKAQBRNA-N,GNFMSZCSSUZAGV,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1C[C@H](O)c1ccc(OCc2ccccc2)c2nc(O)ccc12,Oc1ccc2c([C@@H](O)CBr)ccc(OCc3ccccc3)c2n1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1C[C@H](O)c1ccc(OCc2ccccc2)c2nc(O)ccc12
GWTNLHGTLIBHHZ-SVNGYHJRNA-N,[H]C([H])([H])OC(=O)[C@@]1([H])O[C@]([H])(Br)[C@]([H])(OC(=O)C([H])([H])[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]1([H])OC(=O)C([H])([H])[H],JQTXEBFHPPPENW-TXVWBRJLNA-N,GWTNLHGTLIBHHZ,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1[C@H]1O[C@H](C(=O)OC)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,COC(=O)[C@H]1O[C@H](Br)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1[C@H]1O[C@H](C(=O)OC)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
JQKKCRJDFAHNBB-UHFFFAOYNA-N,[H]O[C@]([H])(c1c([H])c([H])c2c(c1[H])C([H])([H])Oc1c([H])c3c(c([H])c1-2)C([H])([H])C([H])([H])C([H])([H])C3=O)C([H])([H])Br,YJAWEGODBAWZIV-SANMLTNENA-N,JQKKCRJDFAHNBB,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1C[C@H](O)c1ccc2c(c1)COc1cc3c(cc1-2)CCCC3=O,O=C1CCCc2cc3c(cc21)OCc1cc([C@@H](O)CBr)ccc1-3.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1C[C@H](O)c1ccc2c(c1)COc1cc3c(cc1-2)CCCC3=O
MSZJJGHZRBKVHQ-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c(C(=O)C([H])([H])Br)c([H])c2N([H])S(=O)(=O)C([H])([H])[H])c([H])c1[H],UUZDNAXSLHOHQX-UHFFFAOYNA-N,MSZJJGHZRBKVHQ,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CC(=O)c1ccc(OCc2ccccc2)c(NS(C)(=O)=O)c1,CS(=O)(=O)Nc1cc(C(=O)CBr)ccc1OCc1ccccc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CC(=O)c1ccc(OCc2ccccc2)c(NS(C)(=O)=O)c1
MVCZYBUUWMFTCP-UHFFFAOYNA-N,[H]C([H])([H])C(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)(C([H])([H])[H])C([H])([H])[H],BUEIVAJTJASWDU-UHFFFAOYNA-N,MVCZYBUUWMFTCP,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCCCCCCCCCCCCCC(=O)OC(C)(C)C,CC(C)(C)OC(=O)CCCCCCCCCCCCCCCBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCCCCCCCCCCCCCC(=O)OC(C)(C)C
NEADWTKOYDYIHL-UHFFFAOYNA-N,[H]c1c([H])c2c(c([H])c1C(=O)C([H])([H])Br)C([H])([H])Oc1c([H])c3c(c([H])c1-2)C([H])([H])C([H])([H])C([H])([H])C3=O,LCDPAZWBVAUHAG-UHFFFAOYNA-N,NEADWTKOYDYIHL,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CC(=O)c1ccc2c(c1)COc1cc3c(cc1-2)CCCC3=O,O=C(CBr)c1ccc2c(c1)COc1cc3c(cc1-2)CCCC3=O.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CC(=O)c1ccc2c(c1)COc1cc3c(cc1-2)CCCC3=O
QAQLZWBWKHLATI-HCKMINDGNA-N,[H]N(C(=O)C([H])([H])Br)C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ULJBTDXAYQRMFL-LNNLXFCONA-N,QAQLZWBWKHLATI,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CC(=O)NCCOCCOCCOCCC(=O)OC(C)(C)C,CC(C)(C)OC(=O)CCOCCOCCOCCNC(=O)CBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CC(=O)NCCOCCOCCOCCC(=O)OC(C)(C)C
QHBDCYDPGFZZQE-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Br)c([H])c1[H],VPZJNTKVPGHVQM-UHFFFAOYNA-N,QHBDCYDPGFZZQE,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCOCCOCCOCCOCCOCc1ccccc1,BrCCOCCOCCOCCOCCOCc1ccccc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCOCCOCCOCCOCCOCc1ccccc1
QYOXLKAKUAASNA-UHFFFAOYNA-N,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,HRVYUGJUSRGNTA-UHFFFAOYNA-N,QYOXLKAKUAASNA,core9,BrC1=C(COC)C=CC=C1OC,CCCCCCCCCCCCCCCCCCCCCCc1c(COC)cccc1OC,CCCCCCCCCCCCCCCCCCCCCCBr.COCc1cccc(OC)c1Br>>CCCCCCCCCCCCCCCCCCCCCCc1c(COC)cccc1OC
RRJIWPFOOZCGAO-UHFFFAOYNA-N,[H]c1c(N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nc(C([H])([H])Br)c([H])c1[H],LUTCQRAGQWYIOP-UHFFFAOYNA-N,RRJIWPFOOZCGAO,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1cccc(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)n1,CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1cccc(CBr)n1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1cccc(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)n1
RVHSDLUBNZBRMH-QWOVJGMINA-N,[H]Oc1nc2c(OC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c([H])c(C(=O)C([H])([H])Br)c2c([H])c1[H],GLBCNOLGQSRNOF-SREBMQDQNA-N,RVHSDLUBNZBRMH,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CC(=O)c1ccc(OCc2ccccc2)c2nc(O)ccc12,O=C(CBr)c1ccc(OCc2ccccc2)c2nc(O)ccc12.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CC(=O)c1ccc(OCc2ccccc2)c2nc(O)ccc12
XFRBTQMRZOIMKM-QWOVJGMINA-N,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,YBUFYCSYSVOVEX-SREBMQDQNA-N,XFRBTQMRZOIMKM,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCCCCCCCCCCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCCCCCCCCCCBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCCCCCCCCCCCCCCCCCC(=O)O
YZOHRFGBGQSNOJ-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C(C(=O)OC([H])([H])C([H])([H])[H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)c([H])c1[H],CRIWISPDXMUCEG-UHFFFAOYNA-N,YZOHRFGBGQSNOJ,core9,BrC1=C(COC)C=CC=C1OC,CCOC(=O)C(CCCCCc1c(COC)cccc1OC)(C(=O)OCC)c1ccccc1,CCOC(=O)C(CCCCCBr)(C(=O)OCC)c1ccccc1.COCc1cccc(OC)c1Br>>CCOC(=O)C(CCCCCc1c(COC)cccc1OC)(C(=O)OCC)c1ccccc1
CJXUOEJTOXQAMB-UHFFFAOYNA-N,[H]c1c([H])c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c(C([H])([H])Br)c([H])c1OC(F)(F)F,OOBJPCQAZCCKFA-UHFFFAOYNA-N,CJXUOEJTOXQAMB,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1cc(OC(F)(F)F)ccc1B1OC(C)(C)C(C)(C)O1,CC1(C)OB(c2ccc(OC(F)(F)F)cc2CBr)OC1(C)C.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1cc(OC(F)(F)F)ccc1B1OC(C)(C)C(C)(C)O1
FLMPHTLDVWMADF-PKSOQXRJNA-N,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,BLVUACFZZAZYDT-PKRZOPRNNA-N,FLMPHTLDVWMADF,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCCCCCCCCCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCCCCCCCCCBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCCCCCCCCCCCCCCCCC(=O)O
LJFIOTMXPRSHSB-UHFFFAOYNA-N,[H]c1c([H])c([H])c2c(c1[H])C(=O)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)C2=O,BKQDNSOLYWLBHH-UHFFFAOYNA-N,LJFIOTMXPRSHSB,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCCCCCCCCN1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1CCCCCCCCCCBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCCCCCCCCN1C(=O)c2ccccc2C1=O
LMFYGPXSVUULRZ-KJQBJTEXNA-N,[H]OC(=O)C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])Br,DNGQWSTXFBAQPF-HPRFPMAVNA-N,LMFYGPXSVUULRZ,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CC(=O)NCCOCCOCCOCCOCCC(=O)O,O=C(O)CCOCCOCCOCCOCCNC(=O)CBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CC(=O)NCCOCCOCCOCCOCCC(=O)O
NQPDXMPWIRORCJ-UHFFFAOYNA-N,[H]c1c([H])c([H])c(-c2nc3c([H])c([H])c(OC([H])([H])[H])c([H])c3c(C(=O)C([H])([H])Br)c2[H])c([H])c1[H],BQIZNYUFYXXLAU-UHFFFAOYNA-N,NQPDXMPWIRORCJ,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CC(=O)c1cc(-c2ccccc2)nc2ccc(OC)cc12,COc1ccc2nc(-c3ccccc3)cc(C(=O)CBr)c2c1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CC(=O)c1cc(-c2ccccc2)nc2ccc(OC)cc12
PVCTXGYCIVAGIV-UHFFFAOYNA-N,[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Br,SAGFRGQIBSIBFC-UHFFFAOYNA-N,PVCTXGYCIVAGIV,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCOCCOCCOCCOCCOCCOCCO,OCCOCCOCCOCCOCCOCCOCCBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCOCCOCCOCCOCCOCCOCCO
QCNHMJKMLPPGMF-UHFFFAOYNA-N,[H]c1c([H])c(-c2c(C([H])([H])Br)c(C3([H])C([H])([H])C3([H])[H])nc3c([H])c([H])c([H])c([H])c23)c([H])c([H])c1F,SCVNVVLICWTLFP-UHFFFAOYNA-N,QCNHMJKMLPPGMF,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,Fc1ccc(-c2c(CBr)c(C3CC3)nc3ccccc23)cc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
QNCUHVPWXRUTAI-UYBDAZJANA-N,[H]c1c([H])c([H])c2c(c1[H])c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])Br)c([H])c([H])c1n2C([H])([H])C([H])([H])[H],YMATVMNNQOQMIT-LBOYIXSDNA-N,QNCUHVPWXRUTAI,core9,BrC1=C(COC)C=CC=C1OC,CCn1c2ccccc2c2cc(NC(=O)CCCc3c(COC)cccc3OC)ccc21,CCn1c2ccccc2c2cc(NC(=O)CCCBr)ccc21.COCc1cccc(OC)c1Br>>CCn1c2ccccc2c2cc(NC(=O)CCCc3c(COC)cccc3OC)ccc21
RLCMGTZVFCCFHP-UHFFFAOYNA-N,[H]C([H])([H])C(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)(C([H])([H])[H])C([H])([H])[H],SEUWHYSEIDZNMS-UHFFFAOYNA-N,RLCMGTZVFCCFHP,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCCCCCCCCCCCCC(=O)OC(C)(C)C,CC(C)(C)OC(=O)CCCCCCCCCCCCCCBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCCCCCCCCCCCCC(=O)OC(C)(C)C
SDEHKIKFMZOVJP-BQIUFGNVNA-N,[H]N(/C(=N\C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])OC(=O)C(Br)(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],SJFGZPXBJRZXJD-SNAVCZCNNA-N,SDEHKIKFMZOVJP,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1C(C)(C)C(=O)O/C(=N/C1CCCCC1)NC1CCCCC1,CC(C)(Br)C(=O)O/C(=N/C1CCCCC1)NC1CCCCC1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1C(C)(C)C(=O)O/C(=N/C1CCCCC1)NC1CCCCC1
WLKHUFASPMJBHB-UHFFFAOYNA-N,[H]C([H])([H])C(OC(=O)C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Br)(C([H])([H])[H])C([H])([H])[H],JOYMACICSWFDTE-UHFFFAOYNA-N,WLKHUFASPMJBHB,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCOCCOCCOCCOCCC(=O)OC(C)(C)C,CC(C)(C)OC(=O)CCOCCOCCOCCOCCBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCOCCOCCOCCOCCC(=O)OC(C)(C)C
XEJWSBVHJKWEKC-UHFFFAOYNA-N,[H]c1c([H])c([H])c([Si](OC([H])([H])C([H])([H])C([H])([H])Br)(c2c([H])c([H])c([H])c([H])c2[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],JDCPTCGMRCHQHP-UHFFFAOYNA-N,XEJWSBVHJKWEKC,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC(C)(C)[Si](OCCCBr)(c1ccccc1)c1ccccc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
XWBHEIFHCNVXPS-UYBDAZJANA-N,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])C([H])([H])C([H])([H])C([H])([H])Br,DCTRJSWKQJJRLC-LBOYIXSDNA-N,XWBHEIFHCNVXPS,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCNC(=O)OCC1c2ccccc2-c2ccccc21,O=C(NCCCBr)OCC1c2ccccc2-c2ccccc21.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCNC(=O)OCC1c2ccccc2-c2ccccc21
ZGDDAYBCQWSPDY-LILDFLRNNA-N,[H]c1c([H])c(N([H])C(=O)[C@]23C([H])([H])C([H])([H])[C@]([H])(C2(C([H])([H])[H])C([H])([H])[H])[C@@]3([H])Br)c([H])c([H])c1C(=O)OC([H])([H])[H],CUSMEOGOMSHGED-AAZVQJEENA-N,ZGDDAYBCQWSPDY,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1[C@@H]1[C@@H]2CC[C@@]1(C(=O)Nc1ccc(C(=O)OC)cc1)C2(C)C,COC(=O)c1ccc(NC(=O)[C@@]23CC[C@@H]([C@H]2Br)C3(C)C)cc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1[C@@H]1[C@@H]2CC[C@@]1(C(=O)Nc1ccc(C(=O)OC)cc1)C2(C)C
APCHXTHKSJHPPE-UHFFFAOYNA-N,[H]c1c([H])c([H])c2c(c1[H])OC1(N(C(=O)[C@@]([H])(Br)C([H])([H])[H])C2=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],WLQIDWRDUAGWDY-QGZVFWFLNA-N,APCHXTHKSJHPPE,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1[C@@H](C)C(=O)N1C(=O)c2ccccc2OC12CCCCC2,C[C@H](Br)C(=O)N1C(=O)c2ccccc2OC12CCCCC2.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1[C@@H](C)C(=O)N1C(=O)c2ccccc2OC12CCCCC2
ATRGENZZRLPDFV-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C(=O)c2c([H])c(Cl)c([H])c([H])c2N(C(=O)C([H])([H])Br)C([H])([H])[H])c([H])c1[H],OPZVBAOBUOATQP-UHFFFAOYNA-N,ATRGENZZRLPDFV,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,CN(C(=O)CBr)c1ccc(Cl)cc1C(=O)c1ccccc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1
BLSNVTJXXUWHQT-LUXCBXFANA-N,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])Br,GKIIRRQBVFNECK-DVIAZDKANA-N,BLSNVTJXXUWHQT,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CC(=O)NCCOCCOCCNC(=O)OC(C)(C)C,CC(C)(C)OC(=O)NCCOCCOCCNC(=O)CBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CC(=O)NCCOCCOCCNC(=O)OC(C)(C)C
BSDAIZFMQYOAFY-UYBDAZJANA-N,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,JRMNMVWBUNGNIR-LBOYIXSDNA-N,BSDAIZFMQYOAFY,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCCCCCCCCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCCCCCCCCBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCCCCCCCCCCCCCCCC(=O)O
BUQPIKAEKYNDAS-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C(=O)C([H])([H])OC(=O)C([H])([H])c2c([H])c([H])c(C([H])([H])Br)c([H])c2[H])c([H])c1[H],LFTVTDCPPZXTMF-UHFFFAOYNA-N,BUQPIKAEKYNDAS,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1ccc(CC(=O)OCC(=O)c2ccccc2)cc1,O=C(Cc1ccc(CBr)cc1)OCC(=O)c1ccccc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1ccc(CC(=O)OCC(=O)c2ccccc2)cc1
CPJPAUTYYDWZNP-UHFFFAOYNA-N,[H]c1c(C([H])([H])Br)c([H])c2c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c(C(F)(F)F)nc2c1[H],RKGONXBZAAKRSQ-UHFFFAOYNA-N,CPJPAUTYYDWZNP,core9,BrC1=C(COC)C=CC=C1OC,CCCCOc1cc(C(F)(F)F)nc2ccc(Cc3c(COC)cccc3OC)cc12,CCCCOc1cc(C(F)(F)F)nc2ccc(CBr)cc12.COCc1cccc(OC)c1Br>>CCCCOc1cc(C(F)(F)F)nc2ccc(Cc3c(COC)cccc3OC)cc12
CZASMUMJSKOHFJ-UHFFFAOYNA-N,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,OJBZLJUYIWEZPF-UHFFFAOYNA-N,CZASMUMJSKOHFJ,core9,BrC1=C(COC)C=CC=C1OC,CCCCCCCCCCCCCCCCCCCCc1c(COC)cccc1OC,CCCCCCCCCCCCCCCCCCCCBr.COCc1cccc(OC)c1Br>>CCCCCCCCCCCCCCCCCCCCc1c(COC)cccc1OC
