parent,smiles_alkyl,inchikey,inchikey_short,id,smiles_aryl,smiles,reaction_smarts
WHYSMAZUGYWNJN-UHFFFAOYNA-N,[H]c1nc(C([H])([H])Br)c(-c2c([H])c([H])c([H])c([H])c2[H])o1,ONFBFUKTWGSROA-UHFFFAOYNA-N,WHYSMAZUGYWNJN,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2ncoc2-c2ccccc2)c1C,BrCc1ncoc1-c1ccccc1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2ncoc2-c2ccccc2)c1C
WJGPMEBCUHKVLX-XWKXFZRBNA-N,[H]N(C(=O)[C@]([H])(Br)C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],VWUFTFJBXISKFX-QAOFEZSFNA-N,WJGPMEBCUHKVLX,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc([C@@H](C(=O)NC2CCCC2)C(C)C)c1C,CC(C)[C@@H](Br)C(=O)NC1CCCC1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc([C@@H](C(=O)NC2CCCC2)C(C)C)c1C
WJOPLBNTJYROCF-UHFFFAOYNA-N,[H]c1c(C([H])([H])Br)nc2c([H])c(Cl)c([H])c([H])c2c1[H],ZXBKBRWCPZJRIS-UHFFFAOYNA-N,WJOPLBNTJYROCF,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2ccc3ccc(Cl)cc3n2)c1C,Clc1ccc2ccc(CBr)nc2c1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2ccc3ccc(Cl)cc3n2)c1C
WNGRHTGNGQSCTL-UHFFFAOYNA-N,[H]c1c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)c([H])c1[H],WKZZERGCHLSHAG-UHFFFAOYNA-N,WNGRHTGNGQSCTL,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CCCCCOc2ccccc2)c1C,BrCCCCCOc1ccccc1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CCCCCOc2ccccc2)c1C
WPALGCBMYXXOSU-UHFFFAOYNA-N,[H]c1nc(C([H])([H])Br)c(Cl)c([H])c1C(F)(F)F,KKHCARFMOGPHMG-UHFFFAOYNA-N,WPALGCBMYXXOSU,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2ncc(C(F)(F)F)cc2Cl)c1C,FC(F)(F)c1cnc(CBr)c(Cl)c1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2ncc(C(F)(F)F)cc2Cl)c1C
WQJLOZXIOCMMJX-UHFFFAOYNA-N,[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])Br)c(C([H])([H])[H])c(C([H])([H])[H])c1[H],FNIIEUWAUHCDCN-UHFFFAOYNA-N,WQJLOZXIOCMMJX,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CCCOc2cccc(C)c2C)c1C,Cc1cccc(OCCCBr)c1C.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CCCOc2cccc(C)c2C)c1C
WRMJBKOESLCMKX-UHFFFAOYNA-N,[H]C([H])([H])C([H])(C([H])([H])[H])[C@]([H])(Br)C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],MYEBREPJZOWELR-MRXNPFEDNA-N,WRMJBKOESLCMKX,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc([C@H](C(=O)N2CCOCC2)C(C)C)c1C,CC(C)[C@H](Br)C(=O)N1CCOCC1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc([C@H](C(=O)N2CCOCC2)C(C)C)c1C
WRNURTUGHOTMMX-UHFFFAOYNA-N,[H]c1c([H])c(C([H])([H])Br)c([H])c([N+](=O)[O-])c1OC([H])([H])[H],MKEBZVODZBGEPC-UHFFFAOYNA-N,WRNURTUGHOTMMX,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2ccc(OC)c([N+](=O)[O-])c2)c1C,COc1ccc(CBr)cc1[N+](=O)[O-].COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2ccc(OC)c([N+](=O)[O-])c2)c1C
WTCVMJLGKMOROW-UHFFFAOYNA-N,[H]c1c([H])c(C([H])([H])C([H])([H])Br)c([H])c([H])c1C(F)(F)F,GQCSPEJAWVPDOM-UHFFFAOYNA-N,WTCVMJLGKMOROW,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CCc2ccc(C(F)(F)F)cc2)c1C,FC(F)(F)c1ccc(CCBr)cc1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CCc2ccc(C(F)(F)F)cc2)c1C
WURSUKHWYZCOLH-UHFFFAOYNA-N,[H]C([H])([H])C(=O)N1C([H])([H])C([H])([H])N(C(=O)C([H])([H])Br)C([H])([H])C1([H])[H],RULRFYDISRJOMM-UHFFFAOYNA-N,WURSUKHWYZCOLH,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CC(=O)N2CCN(C(C)=O)CC2)c1C,CC(=O)N1CCN(C(=O)CBr)CC1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CC(=O)N2CCN(C(C)=O)CC2)c1C
WVBAQYPHMYVGOJ-QMLCPYSLNA-N,[H]O[C@@](C(=O)N([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])Br,BJQGIFVZGRWQSJ-JWHGZDCKNA-N,WVBAQYPHMYVGOJ,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(C[C@](O)(C(N)=O)c2ccccc2)c1C,NC(=O)[C@@](O)(CBr)c1ccccc1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(C[C@](O)(C(N)=O)c2ccccc2)c1C
WZFGFNGYZZHELE-UHFFFAOYNA-N,[H]c1c([H])c(C([H])([H])Br)c([N+](=O)[O-])c([H])c1OC([H])([H])[H],PVUMNWKNTVYAAF-UHFFFAOYNA-N,WZFGFNGYZZHELE,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2ccc(OC)cc2[N+](=O)[O-])c1C,COc1ccc(CBr)c([N+](=O)[O-])c1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2ccc(OC)cc2[N+](=O)[O-])c1C
XDEPVFFKOVDUNO-UHFFFAOYNA-N,[H]C([H])(Br)c1c(F)c(F)c(F)c(F)c1F,VNSHQRKKFRWSBU-UHFFFAOYNA-N,XDEPVFFKOVDUNO,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2c(F)c(F)c(F)c(F)c2F)c1C,Fc1c(F)c(F)c(CBr)c(F)c1F.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2c(F)c(F)c(F)c(F)c2F)c1C
XDLFIODZEMIBRY-UHFFFAOYNA-N,[H]c1c([H])c(C([H])([H])OC([H])([H])C([H])([H])Br)c([H])c([H])c1OC([H])([H])[H],FFXYSUMJPIKADK-UHFFFAOYNA-N,XDLFIODZEMIBRY,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CCOCc2ccc(OC)cc2)c1C,COc1ccc(COCCBr)cc1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CCOCc2ccc(OC)cc2)c1C
XFGANBYCJWQYBI-UHFFFAOYNA-N,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,JTSYLFHOBTUMDW-UHFFFAOYNA-N,XFGANBYCJWQYBI,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CCCCCCCCCCCO)c1C,OCCCCCCCCCCCBr.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CCCCCCCCCCCO)c1C
XIBVVIAYYYFAAI-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C([H])([H])N(C(=O)C([H])([H])Br)C([H])([H])[H])c([H])c1[H],KSMICTOLLOVONA-UHFFFAOYNA-N,XIBVVIAYYYFAAI,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CC(=O)N(C)Cc2ccccc2)c1C,CN(Cc1ccccc1)C(=O)CBr.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CC(=O)N(C)Cc2ccccc2)c1C
XICQIIJKZUOCDK-UHFFFAOYNA-N,[H]C(=O)c1c([H])c([H])c([H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])Br,YYAQKCFTPXFNGS-UHFFFAOYNA-N,XICQIIJKZUOCDK,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CCCOc2ccccc2C=O)c1C,O=Cc1ccccc1OCCCBr.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CCCOc2ccccc2C=O)c1C
XOQFMNXQYSTQPE-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C(=O)[C@]([H])(Br)C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],WVSAJBNYJBOJNZ-SFHVURJKNA-N,XOQFMNXQYSTQPE,core12,O=C(OC)C1=CC=CC(Br)=C1C,CCC[C@H](C(=O)c1ccccc1)c1cccc(C(=O)OC)c1C,CCC[C@@H](Br)C(=O)c1ccccc1.COC(=O)c1cccc(Br)c1C>>CCC[C@H](C(=O)c1ccccc1)c1cccc(C(=O)OC)c1C
XPTZLLQAWPBSGF-UHFFFAOYNA-N,[H]c1c([H])c([H])c([C@]([H])(Br)C([H])([H])[H])c(OC([H])(F)F)c1[H],KDDPPTSEIFBAJA-NSHDSACANA-N,XPTZLLQAWPBSGF,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc([C@H](C)c2ccccc2OC(F)F)c1C,C[C@@H](Br)c1ccccc1OC(F)F.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc([C@H](C)c2ccccc2OC(F)F)c1C
XQCCNZFHLCQXEP-UHFFFAOYNA-N,[H]C(=O)c1c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])Br)c([H])c1[H],WWSAPNPHJSFMCB-UHFFFAOYNA-N,XQCCNZFHLCQXEP,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CCCOc2ccc(C=O)cc2)c1C,O=Cc1ccc(OCCCBr)cc1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CCCOc2ccc(C=O)cc2)c1C
XTZCVWDSGCVDFI-UHFFFAOYNA-N,[H]c1c([H])c(C([H])([H])Br)c(Cl)c([H])c1C(=O)OC([H])([H])[H],RIXYUSHLDQINEF-UHFFFAOYNA-N,XTZCVWDSGCVDFI,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1ccc(Cc2cccc(C(=O)OC)c2C)c(Cl)c1,COC(=O)c1ccc(CBr)c(Cl)c1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1ccc(Cc2cccc(C(=O)OC)c2C)c(Cl)c1
XVTRFVQEOUESFM-UHFFFAOYNA-N,[H]c1c([H])c(OC([H])([H])C([H])([H])OC([H])([H])[H])c([H])c(C([H])([H])Br)c1[H],CBYDYWXUOTXANI-UHFFFAOYNA-N,XVTRFVQEOUESFM,core12,O=C(OC)C1=CC=CC(Br)=C1C,COCCOc1cccc(Cc2cccc(C(=O)OC)c2C)c1,COCCOc1cccc(CBr)c1.COC(=O)c1cccc(Br)c1C>>COCCOc1cccc(Cc2cccc(C(=O)OC)c2C)c1
XWQMXSNGFXQZDR-JSGPKCTENA-N,[H]c1nc(N([H])[H])c2nc([H])n(C([H])([H])C([H])([H])Br)c2n1,UYANSUKEOJQRQU-HVXXBKQBNA-N,XWQMXSNGFXQZDR,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CCn2cnc3c(N)ncnc32)c1C,Nc1ncnc2c1ncn2CCBr.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CCn2cnc3c(N)ncnc32)c1C
XWRBIXFTHXFQKC-UHFFFAOYNA-N,[H]Oc1c([H])c([H])c(C(=O)C([H])([H])Br)c([H])c1C([H])([H])O[H],VNBXADKZKOBWMB-UHFFFAOYNA-N,XWRBIXFTHXFQKC,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CC(=O)c2ccc(O)c(CO)c2)c1C,O=C(CBr)c1ccc(O)c(CO)c1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CC(=O)c2ccc(O)c(CO)c2)c1C
XZPBJTDZFCNXBC-XWKXFZRBNA-N,[H]c1c([H])c(C([H])([H])[H])c(N([H])C(=O)C([H])([H])Br)c([H])c1C([H])([H])[H],UYEWMSQYJIWXSM-UYBDAZJANA-N,XZPBJTDZFCNXBC,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CC(=O)Nc2cc(C)ccc2C)c1C,Cc1ccc(C)c(NC(=O)CBr)c1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CC(=O)Nc2cc(C)ccc2C)c1C
YAZBZCVAONLBJW-UHFFFAOYNA-N,[H]C([H])([H])c1noc(C([H])([H])Br)c1C(=O)OC([H])([H])C([H])([H])[H],VDQOVSMHLPZWFA-UHFFFAOYNA-N,YAZBZCVAONLBJW,core12,O=C(OC)C1=CC=CC(Br)=C1C,CCOC(=O)c1c(C)noc1Cc1cccc(C(=O)OC)c1C,CCOC(=O)c1c(C)noc1CBr.COC(=O)c1cccc(Br)c1C>>CCOC(=O)c1c(C)noc1Cc1cccc(C(=O)OC)c1C
YIPSEYWLPHHHND-UHFFFAOYNA-N,[H]c1c([H])c(C2([H])C([H])([H])C2([H])[H])c([H])c([H])c1C(=O)C([H])([H])Br,WZIMXTZZRZAROU-UHFFFAOYNA-N,YIPSEYWLPHHHND,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CC(=O)c2ccc(C3CC3)cc2)c1C,O=C(CBr)c1ccc(C2CC2)cc1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CC(=O)c2ccc(C3CC3)cc2)c1C
YMWNCAQFJODGRZ-UHFFFAOYNA-N,[H]c1c([H])c(-n2c([H])c([H])c([H])c2[H])c([H])c(C([H])([H])Br)c1[H],NZSJAZYJXGNIPU-UHFFFAOYNA-N,YMWNCAQFJODGRZ,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2cccc(-n3cccc3)c2)c1C,BrCc1cccc(-n2cccc2)c1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2cccc(-n3cccc3)c2)c1C
YORLKVKBZRVNMZ-UHFFFAOYNA-N,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[Si](OC([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)(C([H])([H])[H])C([H])([H])[H],JNTKAJTVXWBRIM-UHFFFAOYNA-N,YORLKVKBZRVNMZ,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CCCCO[Si](C)(C)C(C)(C)C)c1C,CC(C)(C)[Si](C)(C)OCCCCBr.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CCCCO[Si](C)(C)C(C)(C)C)c1C
YPJUEZDBZCTJDB-UHFFFAOYNA-N,[H]c1c([H])c(C([H])([H])Br)c(S(=O)(=O)C([H])([H])[H])c([H])c1Cl,ISTSCUGWUFZDSR-UHFFFAOYNA-N,YPJUEZDBZCTJDB,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2ccc(Cl)cc2S(C)(=O)=O)c1C,CS(=O)(=O)c1cc(Cl)ccc1CBr.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2ccc(Cl)cc2S(C)(=O)=O)c1C
YQWCBDNNEZHPMA-UHFFFAOYNA-N,[H]c1c([H])c([N+](=O)[O-])c([H])c([H])c1OC([H])([H])C([H])([H])Br,DOVNQQFWZJLJFX-UHFFFAOYNA-N,YQWCBDNNEZHPMA,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CCOc2ccc([N+](=O)[O-])cc2)c1C,O=[N+]([O-])c1ccc(OCCBr)cc1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CCOc2ccc([N+](=O)[O-])cc2)c1C
YSABBOPLIUMXKY-UHFFFAOYNA-N,[H]c1c([H])c(C(F)(F)F)c(C([H])([H])[H])c(C([H])([H])Br)c1[H],STVXJRGAWVXXNX-UHFFFAOYNA-N,YSABBOPLIUMXKY,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2cccc(C(F)(F)F)c2C)c1C,Cc1c(CBr)cccc1C(F)(F)F.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2cccc(C(F)(F)F)c2C)c1C
YSGKOBRBIUBVRW-WXRBYKJCNA-N,[H]c1oc(C([H])([H])N([H])C(=O)[C@]([H])(Br)C([H])([H])C([H])([H])[H])c([H])c1[H],BADBEGZBEQLMLI-YSURXRAFNA-N,YSGKOBRBIUBVRW,core12,O=C(OC)C1=CC=CC(Br)=C1C,CC[C@H](C(=O)NCc1ccco1)c1cccc(C(=O)OC)c1C,CC[C@@H](Br)C(=O)NCc1ccco1.COC(=O)c1cccc(Br)c1C>>CC[C@H](C(=O)NCc1ccco1)c1cccc(C(=O)OC)c1C
YWNKTZFJKMGVRP-UHFFFAOYNA-N,[H]c1c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C(=O)C([H])([H])Br,BHYOXKVYENOLGZ-UHFFFAOYNA-N,YWNKTZFJKMGVRP,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CC(=O)c2ccc(N(C)C)cc2)c1C,CN(C)c1ccc(C(=O)CBr)cc1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CC(=O)c2ccc(N(C)C)cc2)c1C
YZMVNSSLFDYENG-UHFFFAOYNA-N,[H]c1c([H])c(S(=O)(=O)C([H])([H])[H])c([H])c([H])c1[C@@]([H])(Br)C([H])([H])[H],URNGXQXQIPEVRX-LBPRGKRZNA-N,YZMVNSSLFDYENG,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc([C@@H](C)c2ccc(S(C)(=O)=O)cc2)c1C,C[C@H](Br)c1ccc(S(C)(=O)=O)cc1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc([C@@H](C)c2ccc(S(C)(=O)=O)cc2)c1C
YZVNPIHBYVRKEH-XWKXFZRBNA-N,[H]c1c([H])c(N([H])C(=O)C([H])([H])Br)c(Cl)c([H])c1Cl,ZWEWSIZYTODBLS-UYBDAZJANA-N,YZVNPIHBYVRKEH,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CC(=O)Nc2ccc(Cl)cc2Cl)c1C,O=C(CBr)Nc1ccc(Cl)cc1Cl.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CC(=O)Nc2ccc(Cl)cc2Cl)c1C
ZDMISTLJKQDGTB-UHFFFAOYNA-N,[H]c1c([H])c(C([H])([H])Br)c([H])c(OC([H])([H])[H])c1[N+](=O)[O-],AWFJKOSHCCGNHB-UHFFFAOYNA-N,ZDMISTLJKQDGTB,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2ccc([N+](=O)[O-])c(OC)c2)c1C,COc1cc(CBr)ccc1[N+](=O)[O-].COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2ccc([N+](=O)[O-])c(OC)c2)c1C
ZDQQNZRQRARBNB-UHFFFAOYNA-N,[H]c1c([H])c([C@]([H])(Br)C(=O)OC([H])([H])[H])c([H])c([H])c1F,XWUOHIPYPNOUIY-MRXNPFEDNA-N,ZDQQNZRQRARBNB,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc([C@H](C(=O)OC)c2ccc(F)cc2)c1C,COC(=O)[C@@H](Br)c1ccc(F)cc1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc([C@H](C(=O)OC)c2ccc(F)cc2)c1C
ZIGYFXNWSWECFA-UHFFFAOYNA-N,[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,UERZCDZDLCNUHB-UHFFFAOYNA-N,ZIGYFXNWSWECFA,core12,O=C(OC)C1=CC=CC(Br)=C1C,C=CCCCCCCCCCCc1cccc(C(=O)OC)c1C,C=CCCCCCCCCCCBr.COC(=O)c1cccc(Br)c1C>>C=CCCCCCCCCCCc1cccc(C(=O)OC)c1C
ZIGZFVQFYCRRGD-UHFFFAOYNA-N,[H]c1c([H])c([H])c(-n2nnc(C([H])([H])Br)c2[H])c([H])c1[H],RXCIIUNDSZCZFZ-UHFFFAOYNA-N,ZIGZFVQFYCRRGD,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2cn(-c3ccccc3)nn2)c1C,BrCc1cn(-c2ccccc2)nn1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2cn(-c3ccccc3)nn2)c1C
ZIUYNDUOFPXUOD-UHFFFAOYNA-N,[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])Br)c([H])c([H])c1C#N,NLEMCYNACUNKPK-UHFFFAOYNA-N,ZIUYNDUOFPXUOD,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CCCOc2ccc(C#N)cc2)c1C,N#Cc1ccc(OCCCBr)cc1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CCCOc2ccc(C#N)cc2)c1C
ZMHLKKVZTJBBHK-XWKXFZRBNA-N,[H]OC(=O)c1c([H])c([H])c(C(=O)C([H])([H])Br)c([H])c1[H],YTQMAFHVNQUTGC-UYBDAZJANA-N,ZMHLKKVZTJBBHK,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CC(=O)c2ccc(C(=O)O)cc2)c1C,O=C(O)c1ccc(C(=O)CBr)cc1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CC(=O)c2ccc(C(=O)O)cc2)c1C
ZPHQCPYPVCGUJF-UHFFFAOYNA-N,[H]c1c([H])c([H])c(OC(=O)[C@]([H])(Br)C([H])([H])C([H])([H])[H])c([H])c1[H],XWLPFQPLGDJHMS-HNNXBMFYNA-N,ZPHQCPYPVCGUJF,core12,O=C(OC)C1=CC=CC(Br)=C1C,CC[C@H](C(=O)Oc1ccccc1)c1cccc(C(=O)OC)c1C,CC[C@@H](Br)C(=O)Oc1ccccc1.COC(=O)c1cccc(Br)c1C>>CC[C@H](C(=O)Oc1ccccc1)c1cccc(C(=O)OC)c1C
ZPHUUSQDKIEPDN-UHFFFAOYNA-N,[H]c1c([H])c(C(F)(F)F)c(Cl)c(C([H])([H])Br)c1[H],QUQTYUICDOSIGR-UHFFFAOYNA-N,ZPHUUSQDKIEPDN,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2cccc(C(F)(F)F)c2Cl)c1C,FC(F)(F)c1cccc(CBr)c1Cl.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2cccc(C(F)(F)F)c2Cl)c1C
ZQINBDNYXTWMSV-XWKXFZRBNA-N,[H]c1c([H])c(N([H])C(=O)C([H])([H])Br)c(C([H])([H])[H])c(C([H])([H])[H])c1[H],SLKLREJIWGUHNH-UYBDAZJANA-N,ZQINBDNYXTWMSV,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CC(=O)Nc2cccc(C)c2C)c1C,Cc1cccc(NC(=O)CBr)c1C.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CC(=O)Nc2cccc(C)c2C)c1C
ZQYDOVMTWZCBIH-UHFFFAOYNA-N,[H]c1c([H])c(C(F)(F)F)c([H])c(C([H])([H])Br)c1C([H])([H])[H],QLUGMTFTYZNXHM-UHFFFAOYNA-N,ZQYDOVMTWZCBIH,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2cc(C(F)(F)F)ccc2C)c1C,Cc1ccc(C(F)(F)F)cc1CBr.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2cc(C(F)(F)F)ccc2C)c1C
ZSBCQBRVNBLWAW-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C([H])([H])Br)c(SC(F)(F)F)c1[H],AXBZOICEORCJBS-UHFFFAOYNA-N,ZSBCQBRVNBLWAW,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2ccccc2SC(F)(F)F)c1C,FC(F)(F)Sc1ccccc1CBr.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2ccccc2SC(F)(F)F)c1C
ZSWDFLIWNDCXNU-HSUXUTPPNA-N,[H]C([H])([H])C1(C([H])([H])[H])O[C@]2([H])[C@@]([H])(C([H])([H])Br)OC(=O)[C@]2([H])O1,CZQMGLHHXQQOCL-MGPQQGTHNA-N,ZSWDFLIWNDCXNU,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(C[C@H]2OC(=O)[C@@H]3OC(C)(C)O[C@H]23)c1C,CC1(C)O[C@@H]2[C@@H](CBr)OC(=O)[C@@H]2O1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(C[C@H]2OC(=O)[C@@H]3OC(C)(C)O[C@H]23)c1C
ZUDNSKMFGSEPFB-UHFFFAOYNA-N,[H]c1c([H])c(F)c(C(=O)OC([H])([H])[H])c(C([H])([H])Br)c1[H],IPXPKTGABZUTST-UHFFFAOYNA-N,ZUDNSKMFGSEPFB,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(Cc2cccc(F)c2C(=O)OC)c1C,COC(=O)c1c(F)cccc1CBr.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(Cc2cccc(F)c2C(=O)OC)c1C
ZUVXJTQVUPLBJS-UHFFFAOYNA-N,[H]c1c([H])c([H])c2c([H])c([C@]([H])(Br)C([H])([H])[H])c([H])c([H])c2c1[H],GNGUFAKYJPZJQV-CQSZACIVNA-N,ZUVXJTQVUPLBJS,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc([C@H](C)c2ccc3ccccc3c2)c1C,C[C@@H](Br)c1ccc2ccccc2c1.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc([C@H](C)c2ccc3ccccc3c2)c1C
ZXIXDDXYXCANPH-UHFFFAOYNA-N,[H]c1c([H])c([H])c2c(oc(=O)n2C([H])([H])C([H])([H])Br)c1[H],VZQGJGZLUQNWRX-UHFFFAOYNA-N,ZXIXDDXYXCANPH,core12,O=C(OC)C1=CC=CC(Br)=C1C,COC(=O)c1cccc(CCn2c(=O)oc3ccccc32)c1C,O=c1oc2ccccc2n1CCBr.COC(=O)c1cccc(Br)c1C>>COC(=O)c1cccc(CCn2c(=O)oc3ccccc32)c1C
