parent,tm_freeh_HOMO(eV),tm_freeh_LUMO(eV),tm_freeh_HLgap(eV),smiles,inchikey,mol,inchikey_short,parent_alk,tm_freeh_HOMO(eV)_alk,tm_freeh_LUMO(eV)_alk,tm_freeh_HLgap(eV)_alk,smiles_alk,inchikey_alk,mol_alk,parent_rad,tm_freeh_HOMO(eV)_rad,tm_freeh_LUMO(eV)_rad,tm_freeh_HLgap(eV)_rad,smiles_rad,inchikey_rad,mol_rad,rad_br,rad_alk,C_tm_water_nmr_iso,C_tm_water_charge_mulliken,C_tm_water_charge_loewdin,C_tm_water_charge_paboon,C_tm_water_charge_fasm,C_tm_water_nucleophilic_mulliken,C_tm_water_nucleophilic_loewdin,C_tm_water_nucleophilic_paboon,C_tm_water_nucleophilic_fasm,C_tm_water_electrophilic_mulliken,C_tm_water_electrophilic_loewdin,C_tm_water_electrophilic_paboon,C_tm_water_electrophilic_fasm,C_tm_water_radical_mulliken,C_tm_water_radical_loewdin,C_tm_water_radical_paboon,C_tm_water_radical_fasm,Br_tm_water_nmr_iso,Br_tm_water_charge_mulliken,Br_tm_water_charge_loewdin,Br_tm_water_charge_paboon,Br_tm_water_charge_fasm,Br_tm_water_nucleophilic_mulliken,Br_tm_water_nucleophilic_loewdin,Br_tm_water_nucleophilic_paboon,Br_tm_water_nucleophilic_fasm,Br_tm_water_electrophilic_mulliken,Br_tm_water_electrophilic_loewdin,Br_tm_water_electrophilic_paboon,Br_tm_water_electrophilic_fasm,Br_tm_water_radical_mulliken,Br_tm_water_radical_loewdin,Br_tm_water_radical_paboon,Br_tm_water_radical_fasm
SRPGFJDOALJGMR-UHFFFAOYNA-N,-9.64341,0.84035,10.48376,[H]C([H])([H])OC(=O)[C@]([H])(Br)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],SRPGFJDOALJGMR-ZCFIWIBFNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7133be0>,SRPGFJDOALJGMR,SRPGFJDOALJGMR-UHFFFAOYNA-N,-9.58459,2.35592,11.94052,[H]C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],KBCOVKHULBZKNY-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce65e0>,SRPGFJDOALJGMR-UHFFFAOYNA-N,-8.40779,-0.91565,7.49214,[H][C](C(=O)OC([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],NAXFGSJMJYEUBK-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95ea820>,0.028425616660570086,0.02717509365004389,126.55204632,-0.20419,-0.19422,-0.0814,0.007882035,-0.0037,0.1028,0.1458,0.0163,-0.0429,0.0289,0.0021,0.0137,-0.0233,0.0658,0.074,0.015,2042.4210358,-0.09852,0.02059,-0.0464,-0.124051904,0.3847,0.3583,0.3211,0.3772,0.4123,0.393,0.4144,0.3759,0.3985,0.3756,0.3678,0.3766
SSDOQXRIONFILC-UHFFFAOYNA-N,-8.78353,0.53668,9.32021,[H]c1c([H])c(C([H])([H])Br)c(F)c([H])c1C([H])([H])[H],SSDOQXRIONFILC-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7133c40>,SSDOQXRIONFILC,SSDOQXRIONFILC-UHFFFAOYNA-N,-8.4819,1.53005,10.01194,[H]c1c([H])c(C([H])([H])[H])c(F)c([H])c1C([H])([H])[H],WJAVYWPXOXAOBS-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6640>,SSDOQXRIONFILC-UHFFFAOYNA-N,-7.00924,-0.50157,6.50767,[H][C]([H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1F,KUHURRUGOBFHTD-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95ea880>,0.024670904479989986,0.02306842810003218,144.00601322,-0.20253,-0.24476,-0.1112,0.022979964,0.0389,0.0907,0.125,0.0583,-0.0032,0.0048,-0.0005,0.0316,0.0178,0.0478,0.0622,0.0449,2134.11206278,-0.17338,-0.04825,-0.1154,-0.173696126,0.2655,0.2603,0.2173,0.2757,0.2038,0.1983,0.201,0.2066,0.2346,0.2293,0.2092,0.2411
STQJFINZGUXVEX-UHFFFAOYNA-N,-8.63427,1.56651,10.20078,[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])C([H])([H])Br)c1[H],STQJFINZGUXVEX-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7133ca0>,STQJFINZGUXVEX,STQJFINZGUXVEX-UHFFFAOYNA-N,-8.47806,1.728,10.20606,[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])C([H])([H])[H])c1[H],ZLCSFXXPPANWQY-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6700>,STQJFINZGUXVEX-UHFFFAOYNA-N,-7.74894,0.5984,8.34734,[H][C]([H])C([H])([H])c1c([H])c([H])c([H])c(C([H])([H])[H])c1[H],UVYLNGYICWJCHJ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95ea8e0>,0.04662434997044329,0.04242610893004439,133.84432795,-0.23763,-0.25919,-0.0829,0.024892362,-0.0368,0.0838,0.0889,0.0537,-0.0122,0.01,0.0023,0.0247,-0.0245,0.0469,0.0456,0.0392,2387.99769602,-0.17538,-0.03911,-0.1104,-0.17771446,0.1855,0.1671,0.1185,0.2017,0.1396,0.1351,0.1375,0.1461,0.1626,0.1511,0.128,0.1739
UBHDFQFSCXCDCN-UHFFFAOYNA-N,-9.71848,0.08184,9.80033,[H]C([H])(Br)C(=O)C1([H])C([H])([H])C(F)(F)C1([H])[H],UBHDFQFSCXCDCN-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7133d00>,UBHDFQFSCXCDCN,UBHDFQFSCXCDCN-UHFFFAOYNA-N,-9.40338,1.21319,10.61657,[H]C([H])([H])C(=O)C1([H])C([H])([H])C(F)(F)C1([H])[H],OUSRYRUBLFSMDC-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6760>,UBHDFQFSCXCDCN-UHFFFAOYNA-N,-9.52404,-1.82205,7.70199,[H][C]([H])C(=O)C1([H])C([H])([H])C(F)(F)C1([H])[H],KRKUOINTHHKNSF-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95ea940>,0.030688009180266818,0.0314651396500949,141.51721984,-0.2112,-0.29095,-0.1612,0.036888979,0.0396,0.0762,0.1087,0.0781,0.0003,0.0462,0.0344,0.0595,0.02,0.0612,0.0715,0.0688,2307.82945066,-0.1097,0.03068,-0.0427,-0.091539865,0.2694,0.2724,0.2256,0.2963,0.3268,0.316,0.3232,0.3091,0.2981,0.2942,0.2744,0.3027
UEFBOQYLXLEJSM-UHFFFAOYNA-N,-8.37503,0.92301,9.29805,[H]c1c([H])c([H])c(SC([H])([H])C([H])([H])Br)c([H])c1[H],UEFBOQYLXLEJSM-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7133d60>,UEFBOQYLXLEJSM,UEFBOQYLXLEJSM-UHFFFAOYNA-N,-7.71553,1.51835,9.23388,[H]c1c([H])c([H])c(SC([H])([H])C([H])([H])[H])c([H])c1[H],AEHWKBXBXYNPCX-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6820>,UEFBOQYLXLEJSM-UHFFFAOYNA-N,-7.58861,0.00356,7.59217,[H][C]([H])C([H])([H])Sc1c([H])c([H])c([H])c([H])c1[H],HXKVOOJMPRXZKP-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95ea9a0>,0.044877012569941144,0.04058266412005196,142.61298479,-0.20401,-0.28805,-0.1075,0.018157237,0.0076,0.0444,0.0615,0.0303,-0.0229,0.0084,0.002,0.0294,-0.0077,0.0264,0.0318,0.0299,2293.04853583,-0.16468,-0.03019,-0.0991,-0.162584975,0.1485,0.1455,0.1161,0.1622,0.1271,0.1157,0.1181,0.1265,0.1378,0.1306,0.1171,0.1443
UFCSSWZQROEFBZ-UHFFFAOYNA-N,-9.01264,0.21364,9.22629,[H]c1c([H])c(C([H])([H])Br)c(F)c([H])c1Cl,UFCSSWZQROEFBZ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7133dc0>,UFCSSWZQROEFBZ,UFCSSWZQROEFBZ-UHFFFAOYNA-N,-8.73684,1.12407,9.86092,[H]c1c([H])c(C([H])([H])[H])c(F)c([H])c1Cl,MKFCYQTVSDCXAQ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce67c0>,UFCSSWZQROEFBZ-UHFFFAOYNA-N,-7.32929,-0.87177,6.45752,[H][C]([H])c1c([H])c([H])c(Cl)c([H])c1F,RKOGDXKJBWRODZ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95eaa00>,0.023895107350199396,0.023226835030072834,145.29173644,-0.20108,-0.24627,-0.1142,0.025903985,0.0357,0.0785,0.1102,0.0544,-0.0024,0.0058,0.0,0.0301,0.0166,0.0422,0.0551,0.0422,2132.03879633,-0.16108,-0.0356,-0.106,-0.159109726,0.2463,0.2415,0.202,0.2569,0.2102,0.2055,0.2083,0.2093,0.2282,0.2235,0.2051,0.2331
UFYRPPWFKLXRQV-UHFFFAOYNA-N,-8.68496,0.69729,9.38225,[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])Br)c1[H],UFYRPPWFKLXRQV-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7133e20>,UFYRPPWFKLXRQV,UFYRPPWFKLXRQV-UHFFFAOYNA-N,-8.36231,1.81598,10.17828,[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H],FYGHSUNMUKGBRK-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce68e0>,UFYRPPWFKLXRQV-UHFFFAOYNA-N,-6.92547,-0.41363,6.51184,[H][C]([H])c1c([H])c([H])c([H])c(C([H])([H])[H])c1C([H])([H])[H],IFSIKBOPBPFYGX-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95eaa60>,0.02651195545013252,0.023153674730053808,137.74257698,-0.2196,-0.24212,-0.1172,0.020345587,0.0412,0.0974,0.1356,0.0614,-0.0064,0.0018,0.0003,0.0246,0.0174,0.0496,0.068,0.043,2190.98844749,-0.17356,-0.04841,-0.1153,-0.173981917,0.2693,0.2674,0.2233,0.2791,0.1388,0.1328,0.1346,0.1467,0.204,0.2001,0.1789,0.2129
UIXWOQZATLBVFH-UHFFFAOYNA-N,-9.15609,1.16787,10.32396,[H]c1c([H])c([H])c([C@@]([H])(F)C([H])([H])Br)c([H])c1[H],UIXWOQZATLBVFH-QMMMGPOBNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7133e80>,UIXWOQZATLBVFH,UIXWOQZATLBVFH-UHFFFAOYNA-N,-8.92442,1.45402,10.37844,[H]c1c([H])c([H])c([C@@]([H])(F)C([H])([H])[H])c([H])c1[H],SRBHAKGUAAXXEX-ZETCQYMHNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6880>,UIXWOQZATLBVFH-UHFFFAOYNA-N,-8.18317,-0.08298,8.10019,[H][C]([H])[C@]([H])(F)c1c([H])c([H])c([H])c([H])c1[H],CDFOXMCEYQUOET-ZETCQYMHNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95eaac0>,0.04629150600021603,0.04525373104007713,139.82611526,-0.22281,-0.2831,-0.1276,0.024011673,0.0335,0.0533,0.0907,0.0357,-0.0124,0.0136,0.009,0.0252,0.0106,0.0334,0.0498,0.0304,2385.38224294,-0.13654,0.00851,-0.0744,-0.128031554,0.1449,0.1499,0.1129,0.1796,0.1997,0.1983,0.1998,0.2098,0.1723,0.1741,0.1563,0.1947
UMLFTCYAQPPZER-UHFFFAOYNA-N,-9.38259,-0.40673,8.97586,[H]c1c([H])c(C([H])([H])Br)c([H])c([H])c1C#N,UMLFTCYAQPPZER-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7133ee0>,UMLFTCYAQPPZER,UMLFTCYAQPPZER-UHFFFAOYNA-N,-9.1288,0.27754,9.40634,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1C#N,VCZNNAKNUVJVGX-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6a00>,UMLFTCYAQPPZER-UHFFFAOYNA-N,-7.73039,-1.43324,6.29714,[H][C]([H])c1c([H])c([H])c(C#N)c([H])c1[H],SMVKJBOGSRFNKW-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95eab20>,0.0228578114802076,0.02201978546003147,139.83025469,-0.20156,-0.24723,-0.1221,0.027593278,0.0257,0.0442,0.0654,0.0415,0.0005,0.0107,0.0061,0.0315,0.0131,0.0275,0.0357,0.0365,2090.10743193,-0.15089,-0.02181,-0.0904,-0.148353863,0.1727,0.1692,0.1454,0.188,0.2854,0.2838,0.2884,0.2766,0.229,0.2265,0.2169,0.2323
UNZJYKKJZGIFCG-UHFFFAOYNA-N,-9.55435,0.78686,10.34122,[H]C([H])([H])C([H])(OC(=O)C(Br)(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],UNZJYKKJZGIFCG-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7133f40>,UNZJYKKJZGIFCG,UNZJYKKJZGIFCG-UHFFFAOYNA-N,-9.50578,2.4388,11.94458,[H]C([H])([H])C([H])(OC(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],WVRPFQGZHKZCEB-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6940>,UNZJYKKJZGIFCG-UHFFFAOYNA-N,-7.87966,-0.56679,7.31287,[H]C([H])([H])[C](C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],DHAGZDRIISOYQU-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95eab80>,0.02291963164043409,0.018909937470084515,108.3878308,-0.35763,-0.12807,-0.013,0.0,-0.0545,0.109,0.1421,0.0,-0.0772,0.0244,-0.0139,0.0,-0.0658,0.0667,0.0641,0.0,1812.45675026,-0.10809,0.00136,-0.0672,-0.139831284,0.3938,0.3556,0.3178,0.3615,0.4128,0.39,0.4132,0.3569,0.4033,0.3728,0.3655,0.3592
UQTZEBQZCBQLAN-UHFFFAOYNA-N,-9.38664,2.25196,11.63859,[H]C([H])(Br)C([H])([H])C([H])([H])C([H])([H])C1([H])OC([H])([H])C([H])([H])O1,UQTZEBQZCBQLAN-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7133fa0>,UQTZEBQZCBQLAN,UQTZEBQZCBQLAN-UHFFFAOYNA-N,-9.4152,3.6264,13.0416,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])OC([H])([H])C([H])([H])O1,KODJTPVSRWYRDF-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6a60>,UQTZEBQZCBQLAN-UHFFFAOYNA-N,-7.50705,0.91862,8.42566,[H][C]([H])C([H])([H])C([H])([H])C([H])([H])C1([H])OC([H])([H])C([H])([H])O1,KWGZLVKSOCBZHO-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95eabe0>,0.04940416666022429,0.04189896787011094,137.04748965,-0.2415,-0.26404,-0.0768,0.012394356,-0.025,0.2193,0.2244,0.1041,-0.0208,0.0107,0.0019,0.0281,-0.0229,0.115,0.1132,0.0661,2443.27512536,-0.18852,-0.04909,-0.1127,-0.182084266,0.4528,0.4332,0.3533,0.4608,0.2737,0.2763,0.2836,0.2476,0.3633,0.3548,0.3185,0.3542
UTVNSHXHFRIXMM-UHFFFAOYNA-N,-9.54516,0.84706,10.39222,[H]C([H])([H])C([H])([H])OC(=O)C1(Br)C([H])([H])C([H])([H])C1([H])[H],UTVNSHXHFRIXMM-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7134040>,UTVNSHXHFRIXMM,UTVNSHXHFRIXMM-UHFFFAOYNA-N,-9.58996,2.29818,11.88814,[H]C([H])([H])C([H])([H])OC(=O)C1([H])C([H])([H])C([H])([H])C1([H])[H],SMVBADCAMQOTOV-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce69a0>,UTVNSHXHFRIXMM-UHFFFAOYNA-N,-7.98529,-0.69079,7.29449,[H]C([H])([H])C([H])([H])OC(=O)[C]1C([H])([H])C([H])([H])C1([H])[H],MHSOOUPDJNAVPB-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95eac40>,0.027582303940107522,0.023669025020069512,114.23813924,-0.3521,-0.13837,-0.0442,0.0,-0.0487,0.0804,0.1169,0.0,-0.0747,0.0224,-0.0295,0.0,-0.0617,0.0514,0.0437,0.0,1843.28960303,-0.08769,0.01591,-0.0606,-0.128806828,0.3638,0.33,0.2933,0.3455,0.4029,0.378,0.4007,0.3544,0.3833,0.354,0.347,0.3499
UUVDOPTUDWJHFK-UHFFFAOYNA-N,-8.91395,0.15025,9.0642,[H]c1c([H])c(Cl)c(C([H])([H])Br)c([H])c1Cl,UUVDOPTUDWJHFK-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71340a0>,UUVDOPTUDWJHFK,UUVDOPTUDWJHFK-UHFFFAOYNA-N,-8.66176,1.0424,9.70417,[H]c1c([H])c(Cl)c(C([H])([H])[H])c([H])c1Cl,KFAKZJUYBOYVKA-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6b80>,UUVDOPTUDWJHFK-UHFFFAOYNA-N,-7.60745,-1.05828,6.54917,[H][C]([H])c1c([H])c(Cl)c([H])c([H])c1Cl,NDIKFPFJSGGUCO-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95eaca0>,0.02423274493048666,0.024360423460052516,141.00559486,-0.20081,-0.25404,-0.1282,0.028757665,0.0327,0.0729,0.1064,0.0556,-0.0077,0.0023,0.0003,0.0239,0.0125,0.0376,0.0533,0.0397,2153.78157243,-0.15087,-0.02441,-0.0918,-0.148836448,0.2408,0.2363,0.1994,0.249,0.1371,0.1307,0.1328,0.1421,0.1889,0.1835,0.1661,0.1955
UVHNXHFMUOSOKY-UHFFFAOYNA-N,-9.77372,-0.40642,9.36731,[H]C([H])(Br)C([H])([H])C([H])([H])C([H])([H])C([H])([H])S(=O)(=O)Cl,UVHNXHFMUOSOKY-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7134100>,UVHNXHFMUOSOKY,UVHNXHFMUOSOKY-UHFFFAOYNA-N,-10.70345,-0.27163,10.43182,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])S(=O)(=O)Cl,PWQOZRPSDQKNPW-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6ac0>,UVHNXHFMUOSOKY-UHFFFAOYNA-N,-7.95765,-0.29669,7.66096,[H][C]([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])S(=O)(=O)Cl,SAJASEUQDXZGGJ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95ead00>,0.04735051715033478,0.042518418929944346,135.59484215,-0.21592,-0.25877,-0.0723,0.023139197,0.0015,0.003,0.0086,0.0059,-0.0269,0.0287,0.013,0.0513,-0.0127,0.0158,0.0108,0.0286,2384.7275481,-0.17891,-0.03907,-0.107,-0.173217595,0.0127,0.0113,0.009,0.0169,0.4861,0.4912,0.504,0.4422,0.2494,0.2512,0.2565,0.2295
VEPVNICICSNYPW-UHFFFAOYNA-N,-9.71777,-0.68095,9.03682,[H]c1nc(C#N)c([H])c([H])c1C([H])([H])Br,VEPVNICICSNYPW-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7134160>,VEPVNICICSNYPW,VEPVNICICSNYPW-UHFFFAOYNA-N,-9.51486,-0.07033,9.44454,[H]c1nc(C#N)c([H])c([H])c1C([H])([H])[H],LIEQVZZZYLHNRH-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6c40>,VEPVNICICSNYPW-UHFFFAOYNA-N,-8.02397,-1.68291,6.34106,[H][C]([H])c1c([H])nc(C#N)c([H])c1[H],SGTXAKFTLUOGLI-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95ead60>,0.022307896530492144,0.022373528940079268,142.82020981,-0.19776,-0.24806,-0.1143,0.032065708,0.0214,0.0359,0.0502,0.0394,-0.0053,0.0176,0.0129,0.0329,0.008,0.0267,0.0316,0.0361,2077.75354262,-0.13752,-0.00882,-0.0727,-0.130739028,0.159,0.1549,0.1363,0.1756,0.3326,0.3305,0.338,0.3141,0.2458,0.2427,0.2371,0.2448
VLEIHGWNFJPIPO-UHFFFAOYNA-N,-8.56905,0.04651,8.61556,[H]C#Cc1c([H])c([H])c(C([H])([H])Br)c([H])c1[H],VLEIHGWNFJPIPO-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71341c0>,VLEIHGWNFJPIPO,VLEIHGWNFJPIPO-UHFFFAOYNA-N,-8.27858,0.80036,9.07894,[H]C#Cc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],KSZVOXHGCKKOLL-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6b20>,VLEIHGWNFJPIPO-UHFFFAOYNA-N,-7.12033,-0.93565,6.18468,[H]C#Cc1c([H])c([H])c([C]([H])[H])c([H])c1[H],NGOHFQFSSUXZTA-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95eadc0>,0.023181223059964395,0.02113306371006729,138.55452318,-0.20281,-0.24557,-0.1206,0.02396199,0.0298,0.0545,0.0805,0.0441,-0.0009,0.0048,0.0023,0.0257,0.0145,0.0296,0.0414,0.0349,2099.75761477,-0.16682,-0.0383,-0.1062,-0.165877017,0.189,0.1858,0.1572,0.2034,0.1691,0.165,0.1669,0.1728,0.179,0.1754,0.162,0.1881
VSBOBNVCPDVDBX-UHFFFAOYNA-N,-9.26243,2.08092,11.34335,[H]C([H])(Br)C([H])([H])OC([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],VSBOBNVCPDVDBX-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7134220>,VSBOBNVCPDVDBX,VSBOBNVCPDVDBX-UHFFFAOYNA-N,-9.00705,3.42875,12.4358,[H]C([H])([H])C([H])([H])OC([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],PFVZTKZTOMUSGC-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6d00>,VSBOBNVCPDVDBX-UHFFFAOYNA-N,-7.77098,0.73237,8.50335,[H][C]([H])C([H])([H])OC([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],OKNPKQBJWDFLLS-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95eae20>,0.04663394548015276,0.044232159940065685,137.80727319,-0.23136,-0.27918,-0.1016,0.026438685,-0.0019,0.2262,0.2317,0.1166,-0.0164,0.0103,0.0051,0.0391,-0.0092,0.1182,0.1184,0.0778,2385.41057739,-0.17727,-0.03765,-0.093,-0.187894283,0.4736,0.4551,0.3791,0.4866,0.2589,0.253,0.2554,0.2664,0.3663,0.354,0.3173,0.3765
VTPQLJUADNBKRM-UHFFFAOYNA-N,-8.30483,0.09795,8.40278,[H]C([H])=C([H])c1c([H])c([H])c(C([H])([H])Br)c([H])c1[H],VTPQLJUADNBKRM-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7134280>,VTPQLJUADNBKRM,VTPQLJUADNBKRM-UHFFFAOYNA-N,-8.00436,0.78193,8.78629,[H]C([H])=C([H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],JLBJTVDPSNHSKJ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6be0>,VTPQLJUADNBKRM-UHFFFAOYNA-N,-6.89817,-0.76004,6.13813,[H][C]([H])c1c([H])c([H])c(C([H])=C([H])[H])c([H])c1[H],QYUBZOSBSSLKSS-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95eae80>,0.023023422970254614,0.02048779703005721,137.6037015,-0.20293,-0.24401,-0.1192,0.021652614,0.027,0.0508,0.0758,0.0403,-0.0017,0.0028,0.0014,0.0239,0.0126,0.0268,0.0386,0.0321,2103.63395393,-0.17741,-0.04959,-0.1172,-0.177442213,0.1737,0.1706,0.1437,0.1868,0.1311,0.1262,0.1275,0.1386,0.1524,0.1484,0.1356,0.1627
VYBHHNJUTAAMCG-UHFFFAOYNA-N,-8.92566,0.46077,9.38643,[H]c1c([H])c([H])c([C@@]([H])(Br)C([H])([H])[H])c(F)c1[H],VYBHHNJUTAAMCG-LURJTMIENA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71342e0>,VYBHHNJUTAAMCG,VYBHHNJUTAAMCG-UHFFFAOYNA-N,-8.67414,1.50505,10.17919,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c(F)c1[H],LMWWLNKVUIHGBR-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf8ce6d60>,VYBHHNJUTAAMCG-UHFFFAOYNA-N,-6.93643,-0.45004,6.48639,[H][C](c1c([H])c([H])c([H])c([H])c1F)C([H])([H])[H],FTZBPDRNHPIFAY-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95eaee0>,0.021747706600308447,0.01769115912009056,125.77386976,-0.21523,-0.15105,-0.0254,0.01129172,0.0053,0.0821,0.1143,0.0229,-0.023,0.0021,-0.0089,0.0132,-0.0088,0.0421,0.0527,0.0181,1916.82216777,-0.16379,-0.05233,-0.1292,-0.177939678,0.2745,0.2563,0.2208,0.2677,0.2536,0.2459,0.2529,0.2381,0.2641,0.2511,0.2369,0.2529
