core_parent,core_tm_water_nmr_iso,core_tm_water_nucleophilic_mulliken,core_tm_water_nucleophilic_loewdin,core_tm_water_nucleophilic_paboon,core_tm_water_nucleophilic_fasm,core_tm_water_electrophilic_mulliken,core_tm_water_electrophilic_loewdin,core_tm_water_electrophilic_paboon,core_tm_water_electrophilic_fasm,core_tm_water_radical_mulliken,core_tm_water_radical_loewdin,core_tm_water_radical_paboon,core_tm_water_radical_fasm,core_tm_water_charge_mulliken,core_tm_water_charge_loewdin,core_tm_water_charge_paboon,core_tm_water_charge_fasm,core_tm_water_ionization_potential [eV],core_tm_water_electron_affinity [eV],core_tm_water_hardness [eV],core_tm_water_electronegativity [eV],core_tm_water_electrophilicity [eV],core_tm_freeh_HOMO(eV),core_tm_freeh_LUMO(eV),core_tm_freeh_HLgap(eV),core_smiles,core_inchikey,core_mol,core_C_tm_water_nmr_iso,core_C_tm_water_charge_mulliken,core_C_tm_water_charge_loewdin,core_C_tm_water_charge_paboon,core_C_tm_water_charge_fasm,core_C_tm_water_nucleophilic_mulliken,core_C_tm_water_nucleophilic_loewdin,core_C_tm_water_nucleophilic_paboon,core_C_tm_water_nucleophilic_fasm,core_C_tm_water_electrophilic_mulliken,core_C_tm_water_electrophilic_loewdin,core_C_tm_water_electrophilic_paboon,core_C_tm_water_electrophilic_fasm,core_C_tm_water_radical_mulliken,core_C_tm_water_radical_loewdin,core_C_tm_water_radical_paboon,core_C_tm_water_radical_fasm,core_Br_tm_water_nmr_iso,core_Br_tm_water_charge_mulliken,core_Br_tm_water_charge_loewdin,core_Br_tm_water_charge_paboon,core_Br_tm_water_charge_fasm,core_Br_tm_water_nucleophilic_mulliken,core_Br_tm_water_nucleophilic_loewdin,core_Br_tm_water_nucleophilic_paboon,core_Br_tm_water_nucleophilic_fasm,core_Br_tm_water_electrophilic_mulliken,core_Br_tm_water_electrophilic_loewdin,core_Br_tm_water_electrophilic_paboon,core_Br_tm_water_electrophilic_fasm,core_Br_tm_water_radical_mulliken,core_Br_tm_water_radical_loewdin,core_Br_tm_water_radical_paboon,core_Br_tm_water_radical_fasm,core_inchikey_short
AUYNXTKHUQFAQZ-UHFFFAOYNA-N,"[162.05101204, 103.00783272, 157.42445609, 162.18247585, 131.71503919, 39.7838587, 78.82126007, 148.49520376, 140.69161009, 154.60096727, 150.16131434, 113.99293249, 198.27691351, 34.8561285, 80.53085554, 60.67133015, 64.50852067, 2080.25565311, 60.43603422, 74.13599821, 156.77612531, 141.89217091, 29.18622758, 30.54876083, 30.47028921, 30.27264195, 30.29001425, 30.44535525, 30.49876314, 29.17942922, 30.45515204, 27.3802345, 28.84256492, 30.44691484, 29.7625795, 29.4902384, 27.84544794, 27.18358205, 24.62031659, 24.17854781, 24.20503914, 24.64168515, 30.51771712, 29.99641787, 27.12373694, 28.84079154]","[-0.0, -0.0005, -0.0, -0.0, -0.0, 0.0015, 0.0012, -0.0012, 0.0005, 0.001, -0.0233, -0.0185, 0.0153, 0.0018, 0.1128, 0.1417, -0.0179, 0.0973, 0.1228, 0.142, 0.0019, -0.0006, 0.0003, 0.0002, 0.0004, 0.0, 0.0001, 0.0004, 0.0001, 0.0003, 0.0005, 0.0027, 0.0027, 0.0074, 0.0043, 0.0227, 0.0202, 0.0276, 0.0718, 0.0806, 0.0777, 0.0849, 0.0066, 0.005, 0.003, 0.0028]","[0.0001, 0.0, 0.0, 0.0001, 0.0003, 0.0009, 0.0013, -0.0004, 0.0008, 0.0004, 0.0018, 0.0013, 0.0199, 0.0157, 0.151, 0.1756, 0.0155, 0.0717, 0.1539, 0.1802, 0.0012, 0.0008, 0.0001, 0.0001, 0.0003, 0.0, 0.0001, 0.0002, 0.0001, 0.0001, 0.0003, 0.0016, 0.0013, 0.0035, 0.0018, 0.0092, 0.0112, 0.0121, 0.0343, 0.041, 0.0394, 0.0425, 0.0034, 0.0026, 0.0018, 0.0013]","[0.0009, 0.0008, 0.0009, 0.001, 0.0009, 0.0018, 0.0022, -0.0025, 0.0003, -0.0025, -0.0003, -0.0023, 0.018, -0.0154, 0.1528, 0.1894, -0.0247, 0.073, 0.1614, 0.1851, -0.0031, 0.0007, 0.001, 0.001, 0.0012, 0.0009, 0.0009, 0.0012, 0.0009, 0.0009, 0.0013, 0.0029, 0.0015, 0.0031, 0.0003, -0.0056, 0.0136, 0.0103, 0.0492, 0.0547, 0.0529, 0.0572, 0.0038, 0.0037, 0.0034, 0.0017]","[0.0004, 0.0, 0.0003, 0.0003, 0.0004, 0.0013, 0.0015, 0.0002, 0.0021, 0.0056, 0.0, 0.0138, 0.0275, 0.0476, 0.1069, 0.1266, 0.0481, 0.1191, 0.1173, 0.1377, 0.0047, 0.0021, 0.0001, 0.0002, 0.0002, 0.0002, 0.0002, 0.0001, 0.0003, 0.0001, 0.0002, 0.001, 0.002, 0.0043, 0.0071, 0.0162, 0.0102, 0.0163, 0.0349, 0.0435, 0.0406, 0.0458, 0.0043, 0.0045, 0.0012, 0.002]","[-0.0014, -0.0127, -0.0004, -0.0015, 0.0113, 0.0293, 0.0449, 0.0444, -0.0093, -0.0053, -0.0301, -0.0133, 0.0655, 0.017, 0.0474, 0.0405, 0.0182, 0.1562, 0.0348, 0.0523, -0.0006, -0.013, 0.0061, 0.0062, 0.008, 0.0044, 0.0045, 0.0055, 0.0059, 0.0061, 0.0081, 0.0245, 0.0408, 0.0269, 0.0241, 0.0262, 0.0327, 0.0374, 0.033, 0.0345, 0.0328, 0.0385, 0.0257, 0.0251, 0.0279, 0.0409]","[0.0017, 0.0002, 0.0006, 0.0015, 0.0168, 0.0148, 0.0504, 0.082, 0.0068, 0.0074, 0.0058, 0.0072, 0.0845, 0.0422, 0.0503, 0.0399, 0.0618, 0.1416, 0.0323, 0.0541, 0.0095, 0.0076, 0.0024, 0.0031, 0.0047, 0.0022, 0.0023, 0.0033, 0.0029, 0.0024, 0.0047, 0.0122, 0.0258, 0.0131, 0.0123, 0.0108, 0.0179, 0.0199, 0.0175, 0.0192, 0.0182, 0.0208, 0.0129, 0.0139, 0.0136, 0.0249]","[0.0017, -0.0035, -0.0003, 0.0016, 0.0147, 0.012, 0.0555, 0.0791, -0.0002, 0.003, -0.0061, -0.007, 0.0934, 0.0329, 0.0472, 0.0353, 0.0624, 0.1429, 0.0266, 0.0539, 0.0046, 0.0051, 0.0019, 0.0039, 0.0061, 0.003, 0.0031, 0.0044, 0.0038, 0.002, 0.0061, 0.0155, 0.0311, 0.0163, 0.0147, 0.0128, 0.0219, 0.0253, 0.0223, 0.0235, 0.0223, 0.0253, 0.0155, 0.0166, 0.0163, 0.0313]","[0.0076, 0.0, 0.0054, 0.0076, 0.0097, 0.0349, 0.041, 0.007, 0.0251, 0.018, 0.0, 0.0235, 0.0396, 0.0362, 0.0498, 0.0524, 0.034, 0.1527, 0.0463, 0.0619, 0.0166, 0.0235, 0.0041, 0.004, 0.0041, 0.004, 0.0039, 0.0029, 0.0046, 0.0042, 0.004, 0.0106, 0.0237, 0.0193, 0.0164, 0.0183, 0.0183, 0.0188, 0.0184, 0.0182, 0.0168, 0.021, 0.0193, 0.0154, 0.0127, 0.0235]","[-0.0007, -0.0066, -0.0002, -0.0008, 0.0056, 0.0154, 0.023, 0.0216, -0.0044, -0.0022, -0.0267, -0.0159, 0.0404, 0.0094, 0.0801, 0.0911, 0.0002, 0.1267, 0.0788, 0.0972, 0.0006, -0.0068, 0.0032, 0.0032, 0.0042, 0.0022, 0.0023, 0.003, 0.003, 0.0032, 0.0043, 0.0136, 0.0218, 0.0171, 0.0142, 0.0244, 0.0265, 0.0325, 0.0524, 0.0576, 0.0553, 0.0617, 0.0162, 0.0151, 0.0154, 0.0218]","[0.0009, 0.0001, 0.0003, 0.0008, 0.0086, 0.0079, 0.0258, 0.0408, 0.0038, 0.0039, 0.0038, 0.0042, 0.0522, 0.0289, 0.1006, 0.1078, 0.0387, 0.1067, 0.0931, 0.1171, 0.0053, 0.0042, 0.0013, 0.0016, 0.0025, 0.0011, 0.0012, 0.0018, 0.0015, 0.0013, 0.0025, 0.0069, 0.0135, 0.0083, 0.0071, 0.01, 0.0146, 0.016, 0.0259, 0.0301, 0.0288, 0.0316, 0.0082, 0.0082, 0.0077, 0.0131]","[0.0013, -0.0013, 0.0003, 0.0013, 0.0078, 0.0069, 0.0289, 0.0383, 0.0001, 0.0003, -0.0032, -0.0046, 0.0557, 0.0087, 0.1, 0.1124, 0.0188, 0.1079, 0.094, 0.1195, 0.0008, 0.0029, 0.0014, 0.0025, 0.0037, 0.002, 0.002, 0.0028, 0.0024, 0.0014, 0.0037, 0.0092, 0.0163, 0.0097, 0.0075, 0.0036, 0.0178, 0.0178, 0.0357, 0.0391, 0.0376, 0.0413, 0.0096, 0.0101, 0.0099, 0.0165]","[0.004, 0.0, 0.0028, 0.004, 0.005, 0.0181, 0.0213, 0.0036, 0.0136, 0.0118, 0.0, 0.0187, 0.0336, 0.0419, 0.0784, 0.0895, 0.041, 0.1359, 0.0818, 0.0998, 0.0106, 0.0128, 0.0021, 0.0021, 0.0021, 0.0021, 0.0021, 0.0015, 0.0024, 0.0022, 0.0021, 0.0058, 0.0129, 0.0118, 0.0117, 0.0172, 0.0142, 0.0175, 0.0267, 0.0309, 0.0287, 0.0334, 0.0118, 0.0099, 0.0069, 0.0128]","[-0.25123, -0.0418, -0.24583, -0.25215, -0.28628, 0.24412, -0.30571, -0.26862, -0.03034, -0.14229, -0.24742, 0.06806, -0.27571, 0.26641, -0.20138, -0.10689, 0.02921, -0.06875, -0.10301, -0.14501, -0.16279, -0.01675, 0.11667, 0.10965, 0.11624, 0.11367, 0.11376, 0.11765, 0.10993, 0.11691, 0.11682, 0.12509, 0.09918, 0.0894, 0.10592, 0.09121, 0.10859, 0.1209, 0.09672, 0.08861, 0.09053, 0.08151, 0.0983, 0.10901, 0.10981, 0.09814]","[-0.33732, 0.01566, -0.32731, -0.33743, -0.09065, 0.04743, -0.26267, -0.05872, -0.14598, -0.22356, -0.16855, -0.09434, -0.08481, 0.02913, -0.16823, -0.13168, -0.15651, 0.06686, -0.13354, -0.14474, -0.22029, -0.14186, 0.12291, 0.12379, 0.13057, 0.12357, 0.12374, 0.1302, 0.12391, 0.12307, 0.13066, 0.13106, 0.11832, 0.12096, 0.12713, 0.12269, 0.12661, 0.11898, 0.14406, 0.14208, 0.14232, 0.14294, 0.12314, 0.12994, 0.12835, 0.11812]","[-0.1776, 0.2589, -0.1589, -0.1774, -0.2298, 0.2914, -0.4332, -0.018, 0.0078, -0.0605, -0.0048, 0.0954, -0.1646, 0.1801, -0.046, 0.0376, -0.0948, -0.034, 0.0303, 0.0002, -0.0562, 0.0126, 0.0494, 0.0331, 0.0429, 0.0351, 0.0354, 0.0431, 0.0333, 0.0494, 0.0432, 0.0459, 0.0161, 0.0254, 0.029, 0.0302, 0.0268, 0.0288, 0.0227, 0.016, 0.0169, 0.0087, 0.0278, 0.0275, 0.0397, 0.0153]","[-0.019564654, 0.0, -0.017007659, -0.019103312, -0.029613248, -0.005423731, -0.193966142, -0.002894712, 0.002523148, -0.000901114, 0.0, 0.013039158, -0.067835016, -0.008959067, -0.02068211, -0.017795437, -0.018948496, -0.115396848, -0.017056805, -0.02590955, 0.003058857, 0.004400508, 0.006488833, 0.018284503, 0.022679075, 0.014529098, 0.014219685, 0.023364388, 0.017480273, 0.006677274, 0.022444487, 0.013657299, 0.024851606, 0.018214955, 0.015936914, 0.019784819, 0.03493304, 0.031384742, 0.037088569, 0.043618415, 0.043041475, 0.039132965, 0.020713287, 0.026616915, 0.018305973, 0.024905046]",5.722,0.827,2.447,3.274,2.19,-6.02705,-0.59355,5.43351,[H]c1c([H])c(OC([H])([H])C2([H])C([H])([H])C([H])([H])N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1Br,AUYNXTKHUQFAQZ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf722e400>,64.50852067,0.02921,-0.15651,-0.0948,-0.018948496,-0.0179,0.0155,-0.0247,0.0481,0.0182,0.0618,0.0624,0.034,0.0002,0.0387,0.0188,0.041,2080.25565311,-0.06875,0.06686,-0.034,-0.115396848,0.0973,0.0717,0.073,0.1191,0.1562,0.1416,0.1429,0.1527,0.1267,0.1067,0.1079,0.1359,AUYNXTKHUQFAQZ
PGLRHVBPMNZNJG-UHFFFAOYNA-N,"[162.16261451, 102.53749543, 157.47168242, 161.98433664, 130.57371639, 39.40577668, 76.19846001, 152.90129081, 141.64262314, 134.98072707, 181.73100587, 45.67994432, 70.27171061, 62.76514739, 64.48060949, 2053.01813897, 59.7747462, 59.47962201, 684.48752004, 133.26737304, 143.4415797, 29.15900619, 30.45557975, 30.42333477, 30.24489271, 30.24055546, 30.41413722, 30.5113898, 29.18242117, 30.44202832, 28.22272578, 27.64320415, 27.90894657, 28.15003438, 24.43256065, 24.35584392, 24.21064702, 27.6542996, 28.2502995, 28.82683796, 27.55366806]","[-0.0002, -0.0014, -0.0002, -0.0002, -0.0001, 0.0058, 0.0039, -0.002, -0.0052, -0.019, -0.0025, 0.0059, 0.109, 0.1222, -0.0201, 0.1153, 0.1454, 0.0763, 0.1069, -0.0117, -0.0015, 0.0008, 0.0006, 0.0011, 0.0005, 0.0005, 0.001, 0.0006, 0.0008, 0.0012, 0.0143, 0.0117, 0.0269, 0.0226, 0.0736, 0.0765, 0.0817, 0.016, 0.0213, 0.0107, 0.0112]","[0.0001, 0.0001, 0.0001, 0.0002, 0.0011, 0.0032, 0.0043, -0.001, 0.0035, 0.0018, 0.0134, 0.0153, 0.1436, 0.15, 0.0178, 0.0897, 0.1544, 0.1244, 0.0886, 0.0016, 0.0032, 0.0003, 0.0003, 0.0007, 0.0003, 0.0003, 0.0006, 0.0003, 0.0003, 0.0007, 0.0067, 0.0063, 0.0114, 0.0126, 0.0353, 0.0396, 0.0418, 0.0056, 0.011, 0.0045, 0.0063]","[0.0007, 0.0003, 0.0005, 0.0007, 0.0004, 0.004, 0.005, -0.0056, 0.0039, -0.0013, 0.0041, -0.014, 0.1455, 0.157, -0.0034, 0.0778, 0.1604, 0.1527, 0.0749, -0.0024, 0.0029, 0.0007, 0.0008, 0.0013, 0.0008, 0.0008, 0.0012, 0.0008, 0.0007, 0.0013, 0.0044, 0.0073, 0.0098, 0.0149, 0.0506, 0.0519, 0.0565, 0.0057, 0.013, 0.0057, 0.0075]","[0.001, 0.0, 0.0009, 0.0009, 0.0017, 0.0051, 0.0052, 0.0009, 0.0096, 0.014, 0.0093, 0.0337, 0.1044, 0.1158, 0.044, 0.1333, 0.1099, 0.06, 0.1251, 0.0103, 0.0074, 0.0005, 0.0006, 0.0005, 0.0006, 0.0006, 0.0004, 0.0005, 0.0004, 0.0005, 0.0119, 0.0046, 0.0171, 0.0132, 0.0308, 0.041, 0.0435, 0.011, 0.0135, 0.011, 0.0045]","[-0.0012, -0.0104, -0.0006, -0.0012, 0.0071, 0.0299, 0.0354, 0.0242, -0.0098, -0.0259, 0.0823, 0.0052, 0.0506, 0.0335, 0.0175, 0.1121, 0.0403, 0.0337, 0.0644, -0.0229, -0.0124, 0.0051, 0.0049, 0.0067, 0.004, 0.0038, 0.005, 0.0052, 0.0052, 0.0068, 0.0498, 0.0377, 0.0479, 0.0675, 0.0342, 0.0326, 0.0318, 0.0451, 0.0642, 0.0496, 0.0412]","[0.0011, 0.0004, 0.0005, 0.0013, 0.0129, 0.0161, 0.0394, 0.0483, 0.0172, 0.0093, 0.148, 0.0147, 0.0509, 0.0337, 0.0567, 0.0981, 0.028, 0.044, 0.0539, 0.0093, 0.0181, 0.002, 0.0024, 0.0039, 0.002, 0.0019, 0.003, 0.0025, 0.002, 0.004, 0.0276, 0.0202, 0.0237, 0.0405, 0.0178, 0.0185, 0.0177, 0.0222, 0.0369, 0.0271, 0.0219]","[0.001, -0.0029, -0.0006, 0.0012, 0.0092, 0.0139, 0.0429, 0.0425, 0.0118, -0.0086, 0.1601, -0.0004, 0.0478, 0.0295, 0.0603, 0.0969, 0.0222, 0.05, 0.0491, -0.0068, 0.0154, 0.0014, 0.0029, 0.0049, 0.0024, 0.0024, 0.0037, 0.0029, 0.0014, 0.0049, 0.0356, 0.0247, 0.0297, 0.0498, 0.0223, 0.0223, 0.0213, 0.0277, 0.0451, 0.0345, 0.0255]","[0.0064, 0.0, 0.0049, 0.0064, 0.0103, 0.0347, 0.0361, 0.0053, 0.0327, 0.038, 0.0269, 0.0292, 0.0554, 0.0484, 0.0288, 0.1143, 0.0424, 0.0332, 0.0834, 0.0255, 0.0315, 0.0036, 0.0036, 0.0034, 0.0036, 0.0033, 0.0026, 0.0033, 0.0034, 0.0035, 0.0263, 0.017, 0.024, 0.0421, 0.0183, 0.0172, 0.0167, 0.019, 0.0438, 0.0326, 0.0183]","[-0.0007, -0.0059, -0.0004, -0.0007, 0.0035, 0.0178, 0.0196, 0.0111, -0.0075, -0.0224, 0.0399, 0.0056, 0.0798, 0.0778, -0.0013, 0.1137, 0.0929, 0.055, 0.0856, -0.0173, -0.007, 0.0029, 0.0028, 0.0039, 0.0023, 0.0022, 0.003, 0.0029, 0.003, 0.004, 0.0321, 0.0247, 0.0374, 0.045, 0.0539, 0.0546, 0.0567, 0.0306, 0.0428, 0.0301, 0.0262]","[0.0006, 0.0003, 0.0003, 0.0007, 0.007, 0.0096, 0.0219, 0.0237, 0.0103, 0.0056, 0.0807, 0.015, 0.0973, 0.0918, 0.0372, 0.0939, 0.0912, 0.0842, 0.0712, 0.0055, 0.0107, 0.0012, 0.0014, 0.0023, 0.0011, 0.0011, 0.0018, 0.0014, 0.0012, 0.0023, 0.0172, 0.0133, 0.0176, 0.0265, 0.0265, 0.0291, 0.0298, 0.0139, 0.0239, 0.0158, 0.0141]","[0.0009, -0.0013, -0.0, 0.0009, 0.0048, 0.0089, 0.0239, 0.0185, 0.0078, -0.005, 0.0821, -0.0072, 0.0966, 0.0932, 0.0284, 0.0874, 0.0913, 0.1013, 0.062, -0.0046, 0.0092, 0.0011, 0.0019, 0.0031, 0.0016, 0.0016, 0.0025, 0.0019, 0.0011, 0.0031, 0.02, 0.016, 0.0198, 0.0323, 0.0364, 0.0371, 0.0389, 0.0167, 0.0291, 0.0201, 0.0165]","[0.0037, 0.0, 0.0029, 0.0037, 0.006, 0.0199, 0.0206, 0.0031, 0.0211, 0.026, 0.0181, 0.0314, 0.0799, 0.0821, 0.0364, 0.1238, 0.0762, 0.0466, 0.1042, 0.0179, 0.0194, 0.002, 0.0021, 0.0019, 0.0021, 0.0019, 0.0015, 0.0019, 0.0019, 0.002, 0.0191, 0.0108, 0.0206, 0.0276, 0.0245, 0.0291, 0.0301, 0.015, 0.0287, 0.0218, 0.0114]","[-0.25419, -0.03644, -0.24831, -0.25199, -0.28549, 0.24788, -0.30109, -0.27286, -0.05856, -0.07829, -0.26464, 0.19363, -0.19632, -0.08938, 0.0309, -0.05629, -0.13161, 0.00564, -0.07786, -0.06412, -0.04632, 0.11749, 0.11087, 0.11805, 0.11312, 0.11375, 0.11901, 0.10989, 0.11732, 0.11741, 0.11535, 0.1333, 0.1346, 0.10954, 0.08746, 0.08821, 0.07935, 0.12658, 0.1, 0.10669, 0.11772]","[-0.33756, 0.0167, -0.32727, -0.33722, -0.0891, 0.04796, -0.25814, -0.06215, -0.15911, -0.15524, -0.07465, -0.01459, -0.14233, -0.13734, -0.15187, 0.07915, -0.15424, -0.14359, 0.12641, -0.15895, -0.15514, 0.12346, 0.12434, 0.13136, 0.12376, 0.1238, 0.13074, 0.12403, 0.12328, 0.13111, 0.11931, 0.13742, 0.13637, 0.12664, 0.1428, 0.14406, 0.14551, 0.12493, 0.12024, 0.12074, 0.13435]","[-0.1785, 0.2612, -0.16, -0.1781, -0.2299, 0.2941, -0.4287, -0.026, -0.0208, -0.002, -0.0348, 0.0985, 0.0144, 0.0287, -0.0925, -0.024, 0.057, -0.0187, -0.0462, 0.003, -0.013, 0.0493, 0.0337, 0.0437, 0.035, 0.0351, 0.0438, 0.033, 0.0491, 0.0436, 0.0288, 0.0525, 0.0446, 0.0251, 0.0163, 0.0142, 0.0114, 0.0466, 0.0195, 0.0222, 0.0489]","[-0.018189066, 0.0, -0.016348236, -0.018476336, -0.030093252, -0.002454172, -0.190621777, -0.001213204, 0.012360984, 0.010355108, -0.018514649, -0.007028769, -0.016757953, -0.014858047, -0.01526175, -0.10165388, -0.01056534, -0.009630492, -0.06992268, 0.009201801, 0.010823633, 0.007038901, 0.018870321, 0.023120768, 0.014674353, 0.015992142, 0.023781547, 0.018370903, 0.007119615, 0.022994174, 0.028127286, 0.018254737, 0.035928757, 0.030882479, 0.034038545, 0.045191616, 0.048114944, 0.02621092, 0.028240306, 0.028880705, 0.023264369]",5.236,0.967,2.135,3.101,2.252,-5.58597,-0.75173,4.83424,[H]c1c([H])c(N2C([H])([H])C([H])([H])N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c(Cl)c([H])c1Br,PGLRHVBPMNZNJG-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf722e3a0>,64.48060949,0.0309,-0.15187,-0.0925,-0.01526175,-0.0201,0.0178,-0.0034,0.044,0.0175,0.0567,0.0603,0.0288,-0.0013,0.0372,0.0284,0.0364,2053.01813897,-0.05629,0.07915,-0.024,-0.10165388,0.1153,0.0897,0.0778,0.1333,0.1121,0.0981,0.0969,0.1143,0.1137,0.0939,0.0874,0.1238,PGLRHVBPMNZNJG
